"","Date","location","operator","planeType","Dead","Aboard","Ground"
"2845","1973-07-31","Logan Airport, Boston, Massachusetts","Delta Air Lines","McDonnell Douglas DC-9-31",89,89,0
"2846","1973-08-04","Ketchikan, Alaska","Revilla Flying Service - Air Taxi","Cessna A185F",5,5,0
"2847","1973-08-13","Near La  Coru????a, Spain","Aviaco Condor","Sud-Aviation Caravelle 10-R",85,85,5
"2848","1973-08-15","Don Don, Haiti","Private","Norman BN-2A-6",10,10,0
"2849","1973-08-18","Baku, Azerbaijan, USSR","Aeroflot","Antonov AN-24V",56,64,0
"2850","1973-08-22","El Yopal, Colombia","AVIANCA","Douglas DC-3",16,17,0
"2851","1973-08-27","Bogota, Colombia","Aerovias Brasil","Lockheed L-188A Electra",42,42,0
"2852","1973-08-28","Thirty-five miles west of Los Angeles, California","Trans World Airlines","Boeing B-707-331B",1,149,0
"2853","1973-08-28","Near Huete, Spain","Military - U.S. Air Force","Lockheed C-141A",24,25,0
"2854","1973-09-04","Gary, Indiana","Aegler Stuart Flying Service  / Private","Piper PA-30 / Cessna 337A",4,5,0
"2855","1973-09-08","King Cove, Alaska","World Airways","McDonnell Douglas DC-8-63F",6,6,0
"2856","1973-09-09","Paintsville, Kentucky","Wicks Flying Service - Air Taxi","Cessna 310H",4,4,0
"2857","1973-09-11","Moganik, Yugoslavia","JAT Yugoslav Airlines","Aerospatiale Caravelle 6N",41,41,0
"2858","1973-09-20","Natchitoches, Louisiana","Private Charter","Beechcraft E18S",6,6,0
"2859","1973-09-24","Eagleville, California","Dunlap Aviation - Air Taxi","Cessna 310",2,2,0
"2860","1973-09-25","Lincoln, Nebraska","Lisa Jet Inc. - Air Taxi","Gates Lear 25",3,3,0
"2861","1973-09-27","Rich Mountain, Arkansas","Texas International Airlines","Convair 600",11,11,0
"2862","1973-09-30","Miritituba, Brazil","Aeronorte","Douglas DC-3A",9,9,0
"2863","1973-09-30","Near Sverdlovsk, Russia","Aeroflot","Tupolev TU-104B",108,108,0
"2864","1973-10-02","Magadan, Russia","Aeroflot","Antonov AN-12V",10,10,0
"2865","1973-10-04","Itaituba, PA, Brazil","Taxi A????reo Cesar Aguiar","Britten-Norman BN-2A-7 Islander",8,8,0
"2866","1973-10-12","Acapulco, Mexico","Avionas  Banamex","de Havilland DH-125-1A",8,8,0
"2867","1973-10-13","Near  Domodedovo, Russia","Aeroflot","Tupolev TU-104B",122,122,0
"2868","1973-10-15","Fort Smith AFB, Oklahoma","Military - U.S. Air Force","Lockheed C-130E Hercules",7,7,0
"2869","1973-10-23","Guanabara Bay, Brazil","VASP","NAMC YS-11A-211",8,65,0
"2870","1973-10-29","Sainte Lucia Island","CATA","Britten-Norman BN-2A-6 Islander",4,4,0
"2871","1973-10-31","La Verne, California","Jack N. Boswick - Air Taxi","Cessna 401A",2,7,0
"2872","1973-11-02","Villavicencio, Colombia","Lineas A????reas La Urraca","Handley Page HPR-7 Herald 101",6,16,0
"2873","1973-11-03","Near Albuquerque,  New Mexico","National Airlines","McDonnell Douglas DC-10-10",1,128,0
"2874","1973-11-03","Boston,: Massachusetts","Pan American World Airways","Boeing B-707-321C",3,3,0
"2875","1973-11-17","Near Quang-Ngai, South Vietnam","Air Vietnam (South Vietnam)","Douglas DC-3",27,27,0
"2876","1973-12-07","Moscow, USSR","Aeroflot","Tupolev TU-104B",13,75,0
"2877","1973-12-09","Churchill Falls, Newfoundland, Canada","Churchill Falls Co.","de Havilland DH-125-400A",8,8,0
"2878","1973-12-11","Sitkin Island, Alaska","Military - U.S. Navy","Douglas DC-118",10,10,0
"2879","1973-12-16","Near Karacharovo, USSR","Aeroflot","Tupolev TU-124",51,51,0
"2880","1973-12-17","Rome, Italy","Pan American World Airways","Boeing B-707-321B",30,177,0
"2881","1973-12-18","Manhattan, Kansas","Capitol Air Service - Air Taxi","Cessna 310L",2,2,0
"2882","1973-12-21","Talara, Peru","TAM (Bolivia)","Convair CV-440",6,9,0
"2883","1973-12-21","Near Siagon, South Vietnam","Military - Vietnamese Air Force","Boeing Vertol CH-47 (helilcopter)",20,20,0
"2884","1973-12-22","Near Tetouan, Morocco","Royal Air Maroc","Sud-Aviation Caravelle VI-N",106,106,0
"2885","1973-12-23","Lvov, Ukraine, USSR","Aeroflot","Tupolev TU-124",17,17,0
"2886","1973-12-28","Durban, South Africa","Executive Funds","Douglas DC-3",1,25,0
"2887","1974-01-01","Near Turin, Italy","Itavia","Fokker F-28 Fellowship 1000",38,42,0
"2888","1974-01-06","Johnstown, Pennsylvania","Air East","Beechcraft 99A",12,17,0
"2889","1974-01-06","Unduavi, Bolivia","Servicios A????reos Boliviano","Curtiss C-46F",4,4,0
"2890","1974-01-06","Mukachevo, Ukraine","Aeroflot","Antonov AN-24V",24,24,0
"2891","1974-01-09","Near Nevia, Colombia","SATENA","Hawker Siddeley HS 748-260",31,31,0
"2892","1974-01-10","La Paz, Bolivia","TAM (Bolivia)","Douglas C-54",24,24,0
"2893","1974-01-17","Cigorodo, Colombia","Cessnyca","Douglas DC-3A",14,14,0
"2894","1974-01-25","Rostov, USSR","Aeroflot","Antonov An-24B",4,4,0
"2895","1974-01-25","Goldendale, Washington","Inland Aviation - Air Taxi","Cessna 172L",2,2,0
"2896","1974-01-26","Izmir, Turkey","Turkish Airlines (THY)","Fokker F-28 Fellowship 1000",66,73,0
"2897","1974-01-27","S. Dominican Pueblo, New Mexico","Taos Airways - Air Taxi","Beechcraft J-35",3,3,0
"2898","1974-01-28","Winger, Minnesota","Theif River Aviation - Air Taxi","Piper PA-28",4,4,0
"2899","1974-01-30","Pago Pago, American Samoa","Pan American World Airways","Boeing B-707-321B",97,101,0
"2900","1974-02-02","Near Honolulu, HI","Pan American World Airways","Boeing B-747",1,298,0
"2901","1974-02-09","Near Souda, Crete","Military - West German Air Force","Transall C-160D",35,40,0
"2902","1974-02-10","Atlantic Ocean","North Cay Air - Air Taxi","Brittonnorman BN-2A6",2,2,0
"2903","1974-02-22","Baltimore, Maryland","Delta Air Lines","Mc Donnell Dougals DC-9",1,15,0
"2904","1974-02-23","San Francisco de Moxos,  Bolivia","SAVCO","Curtiss C-46A-45-CU",7,7,0
"2905","1974-02-28","Near Mehrabad, Iran","Military - Imperial Iranian Air Force","Lockheed C-130E Hercules",10,10,0
"2906","1974-03-03","Near Ermenonville, France","Turkish Airlines (THY)","McDonnell Douglas DC-10-10",346,346,0
"2907","1974-03-08","Hanoi, Vietnam","Pathet Lao Airlines","Antonov An-24",18,18,0
"2908","1974-03-11","Carson City, Nevada","Executive Air - Air Taxi","Robertson 414",4,4,0
"2909","1974-03-13","Bishop, California","Sierra Pacific Airlines","Convair CV-440",36,36,0
"2910","1974-03-15","Tehran, Iran","Sterling Airways","Aerospatiale Caravelle 10B3",15,96,0
"2911","1974-04-04","Francistown, Botswana","Wenela Air Services","Douglas DC-4",78,84,0
"2912","1974-04-11","Hilo, Hawaii","Island Air","Beechcraft H18S",11,11,0
"2913","1974-04-22","Grogak, Bali, Indonesia","Pan American World Airways","Boeing B-707-321C",107,107,0
"2914","1974-04-24","Tashkent, Uzbekistan","Aeroflot","Ilyushin IL-18E",1,115,0
"2915","1974-04-27","Near Leningrad, USSR","Aeroflot","Ilyushin IL-18B",109,109,0
"2916","1974-04-30","Galveston, Texas","Houston Metro Airlines","Beechcraft 99",6,12,0
"2917","1974-05-02","Banos, Ecuador","Aero Taxis Equatorianos","Douglas C-47",22,24,0
"2918","1974-05-06","Nurnberg, Germany","Fragtflug","Douglas DC-6A",3,3,0
"2919","1974-05-23","Springfield, Illinois","Saturn Airways","Lockheed L-100-30 Hercules",3,3,0
"2920","1974-05-23","Kiev, Ukraine, USSR","Aeroflot","Yakovlev YAK-40",29,29,0
"2921","1974-05-31","Rankin Inlet, Canada","Lambair","Bristol 170 Freighter 31E",2,2,0
"2922","1974-06-08","Monte San Isidro,  Colombia","Aerolineas TAO","Vickers Viscount 785D",44,44,0
"2923","1974-06-27","Battambang, Khmer Republic","Cambodia Air","Boeing 307B-1 Stratoliner",19,39,0
"2924","1974-06-30","Umiat, Alaska","Alaska Helicopter - Air Taxi","Fairchild Hiller FH1100",5,5,0
"2925","1974-07-24","Bogota, Colombia","Aeronorte Colombia","Douglas DC-4",3,3,0
"2926","1974-07-27","Near Moc Hoa, Vietnam","Air Amercia","Fairchild C-123K",5,5,0
"2927","1974-08-05","Mt. Apica, PQ, Canada","Laurentian Air Services","Douglas DC-3",5,11,0
"2928","1974-08-09","Diemas, Syria","Military - Canadian Air Force","de Havilland Canada DHC-5 Buffalo",9,9,0
"2929","1974-08-11","Near Ouagadougou, Upper Volta","Air  Mali","Ilyushin IL-18B",47,60,0
"2930","1974-08-12","Cali, Colombia","AVIANCA","Douglas C-47-DL",27,27,0
"2931","1974-08-13","Anaktuvuk, Alaska","Merric Aviation - Air Taxi","de Havilland DHC-2",4,4,0
"2932","1974-08-14","Margarita Island, Venezuela","Linea Aeropostal Venezolana","Vickers Viscount 749",49,49,0
"2933","1974-08-18","Near Kisangani, Zaire","Military - Zairean Air Force","Lockheed C-130H",31,31,0
"2934","1974-08-18","Near La Paz, Bolivia","Military - U.S. Air Force","Lockheed C-141A",7,7,0
"2935","1974-09-07","Tandjung-karang, Indonesia","Garuda Indonesia Airlines","Fokker F-27 Friendship 600",36,39,0
"2936","1974-09-08","Ionian Sea , off Kefallinia, Greece","Trans World Airlines","Boeing B-707-331B",88,88,0
"2937","1974-09-11","Near Charlotte, North Carolina","Eastern Air Lines","McDonnell Douglas DC-9-31",70,82,0
"2938","1974-09-15","Phan Rang, South Vietnam","Air Vietnam (South Vietnam)","Boeing B-727-121C",75,75,0
"2939","1974-09-19","Riverside, California","Riverside Air","Piper PA-32",5,5,0
"2940","1974-09-22","Fairbanks, Alaska","Frontier Flying Service - Air Taxi","Cessna 185",2,2,0
"2941","1974-10-01","Lupine, Alaska","Winship Air Service","Volpar 18",6,6,0
"2942","1974-10-02","Off Saint Thomas, U.S. Virgin Islands","North Cay Airways","Britten-Norman BN-2A Islander",2,2,0
"2943","1974-10-05","Guatemala","?","Douglas DC-3",6,NA,0
"2944","1974-10-09","Medfra, Alaska","Evergreen Helicopter - Air Taxi","Bell 205A",3,3,0
"2945","1974-10-10","Cairo, Egypt","EgyptAir","Tupolev Tu-154",6,6,0
"2946","1974-10-13","Formosa Strait","Military - U.S. Air Force","Lockheed WC-130H Hercules",6,6,0
"2947","1974-10-17","Kassan, Alaska","Webber Airlines -Air Taxi","de Havilland DHC-2",5,8,0
"2948","1974-10-19","Calapan, Philippines","Mabuhay Airways","Douglas DC-3",1,8,0
"2949","1974-10-22","Fort Apache, Arizona","Deming Flying Service - Air Taxi","Cessna 172M",2,2,0
"2950","1974-10-24","Blair, Oklahoma","AltusFlying Service - Air Taxi","Piper PA-31",2,4,0
"2951","1974-10-24","Chicao, Illinois","Henry Nichols - Air Taxi","Cessna 337D",2,3,0
"2952","1974-10-27","Old Man's Camp, Alaska","Alaska International Air","Lockheed L-100 Hercules",4,4,0
"2953","1974-10-28","Pagosa Springs, Colorado","Hlavka Aviation - Air Taxi","Beechcraft 95-B55",2,2,0
"2954","1974-10-30","Rae Point, Northwest Territories, Canada","Panarctic Oil","Lockheed 188PF Electra",32,34,0
"2955","1974-11-01","Near Surgut, Russia","Aeroflot","Antonov An-2 / Mil Mi-8T",38,38,NA
"2956","1974-11-07","Off Sonderborg, Denmark","?","Britten-Norman BN-2A Islander",3,3,0
"2957","1974-11-15","Hoonah, Alaska","Southeast Sky - Air Taxi","de Havilland DHC-2",4,4,0
"2958","1974-11-15","Manila, Philippines","Orient Air System and Integrated Services","Douglas C-47A-30",1,8,0
"2959","1974-11-20","Near Nairobi, Kenya","Lufthansa","Boeing B-747-130",59,157,0
"2960","1974-11-20","Soddu, Ethiopia","Ethiopian Airlines","Douglas DC-3",2,24,0
"2961","1974-11-22","Barcelona, Spain","Alpa Servicios A????reos","Cessna 500 Citation I",4,4,0
"2962","1974-12-01","Near Berryville, Virginia","Trans World Airlines","Boeing B-727-231",92,92,0
"2963","1974-12-01","Bear Mountain,  Thiells, New York","Northwest Orient Airlines","Boeing B-727-251",3,3,0
"2964","1974-12-04","Irkutsk, Russia","Aeroflot","Antonov An-2 / Antonov An-12",13,18,0
"2965","1974-12-04","Near Maskeliya, Sri Lanka","Martinair Holland NV","McDonnell Douglas DC-8-55F",191,191,0
"2966","1974-12-11","Near Old Harbors, Alaska","Kodiak Airways","Grumman G-21",5,5,0
"2967","1974-12-12","Near Moc Hoa, South Vietnam","Military - Vietnamese Air Force","Boeing Vertol CH-47 (helicopter)",54,54,0
"2968","1974-12-14","Bukhara, Uzbekistan","Aeroflot","Yakovlev 40",7,19,0
"2969","1974-12-22","Maturin, Venezuela","Aerovias Venezolanas SA (Venezuela)","McDonnell Douglas DC-9-14",77,77,0
"2970","1974-12-26","Riverton Heights, Washingon","Harbor Airlines - Air Taxi","Brittonorman BN-2A",4,6,0
"2971","1974-12-28","Tikal, Guatemala","?","Lockheed L-18 Loadstar",18,NA,NA
"2972","1974-12-29","Near Sibiu, Romania","Tarom","Antonov AN-24RV",33,33,0
"2973","1975-01-03","Moscow, Russia","Aeroflot","Tupolev TU-124",61,61,0
"2974","1975-01-03","Near Nha Trang, Vietnam","Air America","Fairchild C-123K",9,9,0
"2975","1975-01-05","Palmer, Washington","Richland Flying Service - Air Taxii","Cessna TU206D",3,4,0
"2976","1975-01-06","Sierra del Aconquija, Argentina","Military - Argentine Navy","de Havilland Canada DHC-6 Twin Otter 200",12,12,0
"2977","1975-01-08","Near Doncello, Colombia","SATENA","Douglas DC-3",21,21,0
"2978","1975-01-09","Whittier, California","Golden West Airlines / Private","de Hav Can. DHC-6 Tw Otter 100/ Cessna",14,14,0
"2979","1975-01-13","Juneau, Alaska","Channel Flying Service - Air Taxi","de Havilland DHC-2",5,5,0
"2980","1975-01-15","Budapest, Hunary","Malev Hungarian Airlines","Ilyushin IL-18V",9,9,0
"2981","1975-01-16","Xam Neua, Laos","Aeroflot","Antonov AN-12",16,16,0
"2982","1975-01-30","Istanbul, Turkey","Turkish Airlines (THY)","Fokker F-28 Fellowship 1000",42,42,0
"2983","1975-01-30","Santo Domingo, Dominican Republic","Linea A????rea Nacional","Douglas DC-3-313",1,30,0
"2984","1975-02-01","Valdez, Alaska","Kenai Air Service - Air Taxi","Piper PA-31",2,2,0
"2985","1975-02-01","Houston, Texas","Horizon Properties","Douglas DC-3C",5,16,0
"2986","1975-02-03","Manila, Philippines","Philippine Air Lines","Hawker Siddeley HS-748 2",33,33,0
"2987","1975-02-09","Souda, Crete","Military - Deutsche Luftwaffe","Transall C-160",40,40,0
"2988","1975-02-16","Fairbanks, Alaska","Pacific Alaska Airlines","Douglas DC-6BF",3,3,0
"2989","1975-02-22","Medellin, Colombia","Aerocondor","Canadair CL-44",5,5,0
"2990","1975-02-27","Near Sao Paulo, Brazil","VASP","Embraer 110C Bandeirante",15,15,0
"2991","1975-03-05","Waterford, Wisconsin","Burlington Air - Air Taxi","Beechcraft 95",2,4,0
"2992","1975-03-12","Pleiku, South Vietnam","Air Vietnam (South Vietnam)","Douglas DC-4",26,26,0
"2993","1975-03-16","Near Barito, Argentina","Military - Argentine Air Force","Fokker F-27 Friendship 400M",55,55,0
"2994","1975-03-18","Singa, Sudan","Sudan Airways","de Havilland Canada DHC-6 Twin Otter 100",5,6,0
"2995","1975-03-18","Near Terney, Russia","Aeroflot","Antonov An-2",7,12,0
"2996","1975-03-20","Near Quilcene, Washington","Military - U.S. Air Force","Lockheed C-141A (L.300)",16,16,0
"2997","1975-04-04","Saigon, South Vietnam","Military - U.S. Air Force","Lockheed C-5A Galaxy",155,330,0
"2998","1975-04-22","Goleta, California","Skips Air Service - Air Taxi","Cessna 310Q",3,3,0
"2999","1975-04-28","Deadhorse, Alaska","Gay Airways - Air Taxi","Bell 206",2,4,0
"3000","1975-05-03","Near Sardinata, Colombia","SATENA","Douglas DC-3",3,6,0
"3001","1975-05-10","Off Cape Paterson, Australia","Air Express","Bristol 170 Freighter 21E",2,2,0
"3002","1975-05-12","Savoonga, Alaska","Foster Aviation","Piper PA-23-250",6,6,0
"3003","1975-05-13","Near Sakon Nakhon, Thailand","Military - U.S. Air Force","Sikorsky CH-53C (helicopter)",23,23,0
"3004","1975-06-03","Manila, Philippines","Philippine Air Lines","BAC One-Eleven 524FF",1,64,0
"3005","1975-06-17","Pedro Alfonso, Brazil","Varig","Hawker Siddeley HS-748-235 Srs. 2A",1,15,3
"3006","1975-06-24","JFK Airport, New York, New York","Eastern Air Lines","Boeing B-727-225",113,124,0
"3007","1975-06-26","Toledo, Ohio","Hamilton Aviation","Beechcraft E18S",2,2,0
"3008","1975-06-30","Near Saravena, Colombia","Taxi Aereo El Venado","Douglas DC-4",3,3,0
"3009","1975-07-02","Nantes, France","Touraine Air Transport","Beechcraft 99",8,8,0
"3010","1975-07-03","Near Colina, Chile","Military - Chilian Air Force","Douglas C-47A",10,10,0
"3011","1975-07-10","Homer, Alaska","Homer Air Service - Air Taxi","Piper PA-18",2,2,0
"3012","1975-07-10","Bogota, Colombia","Aerovias Condor","Lockheed L-188AF Electra",2,4,0
"3013","1975-07-15","Poway, California","Oceanaire Helicopter - Air Taxi","Bell 206B",4,4,0
"3014","1975-07-15","Near Batumi, Georgia, USSR","Aeroflot","Yakovlev YAK-40",40,40,0
"3015","1975-07-26","Imlay City, Michigan","Military - U.S. Air Force","Lockheed C-130A Hercules",6,6,0
"3016","1975-07-31","Taipei, Taiwan","Far Eastern Air Transport","Vickers 837 Viscount",28,76,0
"3017","1975-07-31","Santiago, Chile","Military - Chilean Air Force","Douglas C-47",10,10,0
"3018","1975-08-03","Off Amapala, Honduras","Military - Nicaraguan Air Force","Douglas DC-47",20,20,0
"3019","1975-08-03","Near Immouzer, Morocco","Alia Royal Jordanian Airlines","Boeing B-707-321C",188,188,0
"3020","1975-08-07","Denver, Colorado","Continental Airlines","Boeing B-727-224",0,131,0
"3021","1975-08-09","Bagdarin, Russia","Aeroflot","Ilyushin IL-14M",11,11,0
"3022","1975-08-15","Krasnovodsk, USSR","Aeroflot","Yakovlev YAK-40",23,38,0
"3023","1975-08-20","Near Damascus, Syria","Ceskoslovenske Aerolinie","Ilyushin IL-62",126,128,0
"3024","1975-08-25","Minford, Ohio","Portsmouth Aviation - Air Taxi","Piper PA-28",2,4,0
"3025","1975-08-30","Near Gambell, Alaska","Wien Air Alaska","Fairchild F-27B",10,32,0
"3026","1975-08-30","Off Punta Amapala, El Salvador","Military - Nicaraguan Air Force","Douglas C-47",20,20,0
"3027","1975-09-01","Leipzig-Halle, East Germany","Interflug","Tupolev TU-134",27,34,0
"3028","1975-09-11","Near Bahar Dar, Ethiopia","Ethiopian Airlines","Douglas C-47-DL",1,9,0
"3029","1975-09-24","Near Palembang, Indonesia","Garuda Indonesia Airlines","Fokker F-28 Fellowship 1000",25,61,1
"3030","1975-09-30","Off Beirut, Lebanon","Malev Hungarian Airlines","Tupolev TU-154B",60,60,0
"3031","1975-09-30","Klua Tan Tan, Canada","Northern Thunderbird Air","de Havilland Canada DHC-6 Twin Otter 200",7,7,0
"3032","1975-09-30","Barranquilla, Colombia","AVIANCA","Boeing 727-24C",4,4,0
"3033","1975-10-22","Novgorod, Russia","?","?",6,6,5
"3034","1975-10-23","Cairns Airport, Queensland, Australia","Connair","de Havilland DH114 Heron 2E",11,11,0
"3035","1975-10-26","Zephyr Cove, Nevada","Air Taxi","Piper PA-34",2,2,0
"3036","1975-10-27","Tomonoco, Bolivia","TAM (Bolivia)","Convair CV-440-12",67,67,0
"3037","1975-10-30","Near Prague, Czechoslovakia","Inex Adria Aviopromet","McDonnell Douglas DC-9-32",75,120,0
"3038","1975-11-03","Gulf of Mexico","Petroleum Helicopter","Bell 212",9,9,0
"3039","1975-11-07","State College, Pennsylvania","Quakertown Aviation - Air Taxi","NA Rockwell 112",4,4,0
"3040","1975-11-09","Willow, Alaska","Willow Air Service - Air Taxi","Piper PA-18",3,3,0
"3041","1975-11-17","Near Sukhumi, Georgia, USSR","Aeroflot","Antonov AN-24",38,38,0
"3042","1975-11-18","Caoba, Guatemala","Aviateca","Douglas DC-3",15,22,0
"3043","1975-11-20","Kharkov, Ukraine, USSR","Aeroflot","Antonov AN-24",19,50,0
"3044","1975-11-22","Near Novgorod, USSR","Aeroflot","Yakovlev 40",6,6,5
"3045","1975-11-22","Sofia, Bulgaria","Balkan Bulgarian Airlines","Antonov AN-24B",3,48,0
"3046","1975-11-25","Near Bir Lahfan, Egypt","Military - Israel  Air Force","Lockheed C-130 Hercules",20,20,0
"3047","1975-11-29","Hertfordshire, England","Private","Piper PA-23-250 Aztec",6,6,0
"3048","1975-11-30","Elko, Nevada","Scenic Airline - Air Taxi","Cessna 402",2,2,0
"3049","1975-12-21","Tacloban, Philippines","Philippine Aerotransport","Britten-Norman BN-2A-21 Islander",9,9,0
"3050","1975-12-26","Rollinsville, Colorado","Star Aviation","Mitsubishi MU-2B",9,9,0
"3051","1976-01-01","Near Al Qaysumah, Saudi Arabia","Middle East Airlines","Boeing B-720B-023B",82,82,0
"3052","1976-01-03","Moscow, Russia","Aeroflot","Tupolev TU-124",61,61,1
"3053","1976-01-03","Anchorage, Alaska","Winship Air","Lear Jet 24A",6,6,0
"3054","1976-01-06","Grants, New Mexico","Orlando Airways - Air Taxi","Piper PA-23",4,4,0
"3055","1976-01-08","Mactan Island, Philippines","Philippine Aerotransport","Britten-Norman BN-2A-21 Islander",7,7,0
"3056","1976-01-15","Orofino, Idaho","Green Acres - Air Taxi","Bellanca 17-30",3,3,0
