"","age","sex","health","p1edu","p2edu","education","wellness","exer","smoke","ER","q_253","q_952","q_1904","q_578","q_1367","q_4252","q_4296","q_904","q_240","q_2745","q_35","q_565","q_1201","q_1624","q_1045","q_1855","q_1243","q_219","q_610","q_1389","q_530","q_56","q_152","q_566","q_1329","q_979","q_345","q_90","q_1357","q_312","q_811","q_1664","q_1989","q_1812","q_1744","q_1253","q_128","q_1173","q_1027","q_1254","q_1867","q_254","q_4289","q_1244","q_1081","q_348","q_1738","q_1915","q_736","q_1300","q_689","q_1281","q_174","q_660","q_1763","q_1683","q_1923","q_2765","q_1781","q_4249","q_501","q_1444","q_493","q_2754","q_1424","q_1416","q_1483","q_1609","q_1242","q_377","q_1248","q_803","q_607","q_755","q_571","q_1590","q_1653","q_39","q_1052","q_793","q_1824","q_851","q_1585","q_4243","q_820","q_598","q_1505","q_2853","q_1452","q_422","q_1392","q_4276","q_1296","q_1290","q_369","q_901","q_379","q_296","q_1635","q_612","q_1880","q_1694","q_1462","q_747","q_1542","q_1024","q_797","q_1825","q_1832","q_176","q_684","q_1371","q_1662","q_808","q_1896","q_1979","q_1834","q_1058","q_4223","q_1555","q_169","q_398","q_131","q_871","q_1685","q_1706","q_1132","q_1310","q_142","q_1461","q_2005","q_1303","q_1280","q_1840","q_1328"
"5858",31,2,3,4,NA,3,2,5,3,1,6,5,2,3,1,5,1,4,5,5,3,5,4,4,5,2,5,3,3,6,5,4,4,6,5,4,1,5,5,6,3,2,5,6,5,2,6,2,5,4,6,5,2,5,3,4,6,6,4,6,6,5,3,5,5,2,6,4,1,5,4,3,6,5,2,2,5,3,2,5,5,5,3,6,6,5,4,5,1,4,1,6,2,1,3,1,4,5,2,5,4,2,2,5,4,4,5,5,5,5,6,5,5,2,2,3,4,6,6,2,6,4,3,5,2,6,5,4,5,4,1,4,5,6,2,4,5,4,4,6,3,3,3,5,3
"5859",19,2,3,6,6,3,NA,NA,NA,NA,2,3,6,1,1,6,1,6,3,5,1,4,6,6,5,4,6,6,1,5,3,6,3,5,5,6,6,6,5,1,6,1,6,6,6,4,5,1,5,4,6,6,6,4,6,5,6,6,6,6,1,6,2,1,5,4,2,6,6,5,1,4,5,5,2,2,1,1,1,6,6,6,3,6,2,1,2,5,1,6,4,6,6,6,6,4,4,6,1,5,6,6,1,6,5,1,6,6,6,1,6,6,1,3,6,1,6,1,5,6,1,6,6,4,5,6,6,6,6,5,6,1,4,5,1,4,5,4,1,1,3,5,5,4,5
"5865",27,2,3,2,2,4,1,2,9,1,4,1,4,3,4,5,1,3,6,3,4,6,3,3,3,3,4,4,3,4,4,2,3,2,4,1,1,4,1,3,4,4,4,6,3,1,3,5,5,5,3,3,2,4,3,4,4,4,1,2,2,4,5,6,4,6,3,3,5,2,1,4,6,4,4,1,3,4,3,2,4,4,3,5,4,1,3,6,3,4,2,2,4,3,4,4,1,4,4,4,3,5,1,2,2,4,3,4,6,3,5,4,3,3,5,4,4,3,3,5,6,3,4,4,1,6,6,2,3,1,4,2,1,3,3,4,3,4,4,1,2,3,6,5,3
"5869",39,1,3,6,6,6,2,4,2,1,5,2,2,4,4,3,3,5,3,4,4,3,4,4,4,4,4,2,3,4,4,3,3,4,4,2,6,4,2,4,4,4,3,5,3,4,4,2,3,3,5,4,4,5,3,4,4,4,3,4,4,4,4,3,4,5,2,4,2,2,2,5,2,4,3,4,2,4,3,4,3,4,4,4,4,3,3,3,4,2,4,4,4,4,4,2,2,4,2,2,5,4,3,5,4,3,3,5,5,3,4,4,4,4,3,2,2,4,4,5,3,4,4,3,4,4,4,4,4,4,3,4,3,3,2,2,2,4,4,4,4,4,4,4,4
"5871",35,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,1,2,1,5,5,5,1,6,5,6,6,4,6,4,2,1,3,1,6,6,6,3,6,5,3,4,1,1,3,5,1,2,3,1,6,2,6,5,4,6,2,2,1,4,5,5,6,5,4,1,4,4,6,6,1,2,1,4,6,4,1,1,3,1,1,4,6,5,4,3,4,6,6,3,3,3,6,4,1,2,6,1,2,3,2,5,2,2,1,6,6,5,3,6,2,6,4,6,6,4,1,6,4,1,5,2,6,6,1,2,1,5,5,6,5,1,1,6,4,4,1,2,5,5,6,3,2,3,5,5,6
"5873",17,2,3,5,6,3,1,4,1,1,5,3,5,2,1,5,3,4,6,3,3,4,6,5,4,6,6,4,1,5,4,3,3,3,5,5,1,5,1,2,3,3,5,4,3,4,4,3,2,1,5,4,6,4,4,6,5,5,2,5,5,4,1,6,6,4,4,4,2,4,2,5,6,4,4,3,1,3,2,5,4,4,1,4,6,3,4,3,3,6,3,6,5,5,4,4,4,3,3,5,2,4,3,6,5,5,4,5,1,1,5,5,2,4,2,5,2,4,5,4,2,4,3,4,3,4,4,5,5,4,2,4,2,2,2,4,5,4,3,5,3,3,4,4,4
"5874",17,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,1,4,5,5,6,5,2,3,1,5,6,2,6,2,1,5,1,6,6,2,3,5,1,5,6,3,3,1,5,2,1,2,5,2,3,6,5,4,2,6,2,6,5,2,6,3,3,4,2,1,6,2,4,5,5,4,2,6,6,3,1,3,6,2,2,1,6,4,1,6,2,6,6,6,5,3,2,5,2,2,2,1,3,1,2,6,5,4,3,5,4,5,2,6,4,1,6,4,4,2,3,6,5,2,2,5,6,5,3,5,5,1,5,2,5,5,5,4,6,5,1,1,5,6,2,6,2,5,3,5,6
"5876",27,2,3,2,2,7,1,4,7,1,5,4,4,4,4,5,2,4,5,5,3,4,5,3,4,2,5,5,2,4,5,3,2,3,4,5,2,5,4,4,4,3,5,5,3,2,5,3,5,3,4,4,2,4,5,5,4,5,3,2,3,4,3,5,5,2,4,4,3,4,2,5,4,4,4,2,3,4,2,2,4,2,2,5,5,3,3,4,3,5,2,5,3,4,3,5,5,4,2,5,5,3,2,3,4,4,2,5,4,5,5,5,2,2,4,4,2,5,5,2,3,4,5,4,2,4,5,5,3,2,3,3,3,5,2,4,5,5,4,3,2,4,4,2,2
"5877",24,1,4,2,6,6,1,1,2,1,3,1,3,4,4,5,2,5,5,5,3,4,2,2,2,4,2,2,2,6,4,2,2,2,4,4,1,4,1,3,5,3,5,5,1,2,6,3,4,4,6,3,4,4,2,5,6,2,1,4,3,6,3,6,4,5,4,2,4,4,2,6,5,5,2,2,5,3,4,4,3,4,2,6,5,3,2,4,5,5,2,5,5,2,2,4,5,2,3,5,5,4,4,4,5,4,3,5,5,2,6,4,3,2,5,2,4,5,4,3,4,4,5,5,2,4,5,5,3,2,4,4,5,4,4,3,4,6,5,5,3,5,3,4,1
"5878",41,1,1,1,1,6,2,2,1,1,5,3,4,3,1,6,1,1,5,5,2,2,3,3,4,1,4,5,2,6,5,6,2,2,5,5,1,6,4,5,5,1,6,6,6,2,6,2,2,6,4,4,2,5,5,4,6,6,6,3,2,6,2,6,6,3,3,4,6,6,3,3,5,6,1,4,5,6,2,4,3,3,6,5,5,5,1,5,5,6,1,4,3,2,2,2,3,3,2,5,5,2,5,4,4,2,2,4,3,3,6,6,6,2,3,5,1,5,4,4,5,5,5,6,4,6,5,6,5,4,4,5,3,6,3,6,1,4,5,6,3,5,4,2,4
"5882",25,2,2,5,8,3,1,4,3,1,5,1,2,5,4,5,1,5,6,5,4,6,2,5,4,4,5,5,1,5,5,1,4,1,6,5,1,5,2,4,4,4,5,6,1,1,5,2,6,6,5,1,6,2,1,6,5,5,1,4,1,5,2,6,6,5,5,5,2,5,1,5,6,3,2,3,4,1,3,5,2,6,1,6,4,1,2,4,4,6,1,6,2,1,3,5,5,2,5,6,5,1,1,5,3,6,6,4,1,3,6,5,2,2,6,6,1,5,4,2,5,5,5,6,1,5,5,5,4,4,3,1,1,1,1,2,5,5,4,3,2,6,2,5,1
"5885",25,1,3,8,5,5,2,1,7,1,4,4,2,2,1,6,2,4,6,5,3,3,3,6,5,4,4,4,5,5,6,2,4,2,6,1,1,4,4,5,4,1,4,6,5,1,6,3,3,4,4,5,3,5,4,5,4,6,3,5,1,6,4,5,2,4,4,5,3,3,1,2,6,6,4,4,4,2,2,4,3,5,5,4,6,5,2,6,5,5,1,4,2,1,5,2,2,3,4,6,6,5,3,5,6,2,4,5,2,5,5,6,4,5,1,2,4,5,3,2,6,4,4,5,2,5,6,5,3,4,5,4,4,4,2,2,1,4,5,3,6,4,5,5,5
"5910",15,2,4,8,6,1,2,1,1,1,4,5,3,3,2,6,2,3,3,4,3,5,3,4,4,4,5,2,2,5,5,2,6,4,4,3,1,5,3,4,4,2,6,5,4,3,4,4,4,5,4,4,2,6,5,5,5,5,2,4,2,2,5,6,4,3,5,3,4,6,2,3,3,4,2,2,6,4,2,5,4,3,2,6,5,4,6,5,6,4,1,6,2,3,4,3,5,2,2,5,5,4,3,4,4,4,4,5,5,6,6,6,6,3,4,2,3,6,4,4,3,4,5,5,2,6,4,3,5,4,4,4,6,3,3,3,6,4,3,5,2,5,3,4,5
"5917",17,1,4,3,3,1,NA,NA,NA,NA,1,4,2,2,6,6,6,3,5,5,6,2,3,1,6,1,6,4,2,6,3,5,1,1,6,1,1,1,3,3,1,6,1,1,3,4,6,6,2,3,2,6,1,6,4,3,6,3,3,1,1,5,6,6,1,3,4,5,6,1,3,2,2,5,5,5,1,6,2,1,5,4,3,6,3,3,1,6,4,1,1,2,3,2,3,6,1,1,4,6,5,5,3,1,2,2,1,6,5,5,6,1,2,1,6,4,6,6,1,3,3,6,6,2,6,4,5,6,2,4,5,3,6,1,1,3,6,6,3,3,1,6,3,6,1
"5922",21,2,5,4,4,3,NA,NA,NA,NA,6,2,4,1,1,5,1,4,5,5,2,6,4,6,4,5,6,4,1,6,5,3,2,2,4,4,4,6,1,3,2,1,4,5,2,3,5,1,6,5,6,4,5,6,4,6,6,3,5,2,2,5,2,1,6,5,2,5,3,4,1,4,3,6,2,1,2,1,2,5,6,5,1,5,5,5,1,4,2,6,4,6,4,2,6,4,2,3,2,5,6,1,1,5,5,5,5,5,5,1,5,5,4,2,2,4,2,3,6,5,4,6,6,2,1,6,5,6,5,1,6,6,1,2,2,2,1,6,1,4,1,6,5,3,6
"5927",16,2,5,8,8,1,2,6,1,1,6,5,6,3,1,6,1,2,6,5,2,4,5,6,4,5,5,2,1,5,6,5,2,5,1,5,4,6,4,2,2,1,5,6,5,1,5,2,4,4,6,6,5,6,3,4,5,5,5,5,5,2,3,2,6,5,2,5,2,5,1,2,6,5,1,2,2,1,2,5,5,3,4,5,5,4,2,5,1,5,1,6,2,4,5,2,2,5,1,5,3,2,2,6,5,3,5,6,3,4,6,6,4,4,4,2,2,6,6,3,2,5,6,6,2,6,6,5,6,2,2,5,5,2,2,4,5,5,4,5,5,4,5,5,5
"5930",22,1,4,NA,NA,3,1,1,1,1,2,5,4,2,3,5,5,5,6,6,2,1,2,2,5,2,3,5,1,6,4,4,1,2,4,2,1,2,3,2,2,4,5,2,2,2,5,2,1,5,2,5,2,5,2,5,6,4,4,2,2,5,3,6,2,2,2,3,5,4,5,2,5,6,2,6,2,4,2,2,3,6,2,6,4,2,1,4,4,5,4,1,2,4,5,3,3,1,4,4,5,5,6,4,3,2,2,5,4,3,6,5,3,1,6,5,2,3,1,2,2,5,5,3,5,4,6,5,4,4,4,3,4,5,2,5,2,4,6,4,3,6,2,2,4
"5931",26,2,5,NA,NA,2,2,5,1,1,5,1,3,2,2,6,1,1,4,4,2,3,6,6,3,4,4,5,1,4,6,6,5,4,4,4,1,5,1,4,4,2,6,6,5,2,4,2,3,1,6,4,4,4,4,6,4,5,6,4,4,4,2,6,5,6,3,4,2,4,1,1,4,4,1,3,1,1,2,4,3,3,2,4,6,6,4,4,4,5,6,3,5,2,4,2,4,5,1,4,4,2,3,6,6,4,4,4,4,2,6,6,4,4,3,2,3,1,5,3,6,6,4,4,1,5,4,4,5,2,1,6,3,2,3,4,4,4,2,6,5,4,4,4,6
"5935",18,1,3,4,6,3,NA,4,3,1,4,5,6,2,2,5,2,5,6,3,3,4,4,5,5,3,6,1,3,4,4,1,2,4,5,4,3,4,4,1,3,2,5,6,3,5,4,3,2,3,4,5,3,5,6,5,4,4,2,2,4,6,2,3,4,4,3,5,5,2,5,3,6,3,4,4,3,4,2,4,5,4,4,6,5,3,2,5,4,5,5,4,4,6,5,4,1,4,3,4,3,3,4,4,4,3,3,5,6,6,6,6,2,4,2,5,2,1,3,4,2,5,4,5,4,4,5,5,4,5,2,4,4,5,1,1,3,3,5,5,4,3,3,4,6
"5942",22,2,4,6,NA,5,2,5,3,1,4,5,5,2,3,4,3,2,4,5,3,3,5,5,4,5,4,6,3,5,4,5,3,4,2,4,2,5,5,2,3,3,5,5,4,3,4,2,3,2,4,5,4,5,2,4,5,5,4,5,4,2,5,3,4,3,3,4,3,4,1,3,5,4,2,4,2,2,2,4,4,5,2,5,4,4,2,5,2,5,4,4,2,5,4,4,4,3,2,5,4,4,4,4,4,3,4,5,3,4,4,4,2,4,2,3,2,5,4,3,2,5,4,4,3,5,4,3,5,4,3,4,2,3,2,4,2,3,2,3,4,4,5,2,6
"5944",18,2,4,2,1,3,1,1,6,1,6,6,1,5,4,6,1,1,2,1,6,6,6,1,1,6,6,6,2,3,6,1,6,6,6,6,1,6,6,6,6,6,6,4,1,6,3,6,6,1,3,1,6,4,6,1,6,2,1,2,6,2,1,1,3,5,6,1,1,6,5,6,6,4,1,1,6,1,3,1,1,6,1,5,6,3,6,1,6,4,2,6,5,1,6,6,6,6,6,1,1,4,1,1,4,5,4,1,6,6,6,3,3,1,5,6,6,1,6,1,6,6,5,6,6,6,2,1,1,5,3,2,1,1,6,6,1,6,6,3,4,4,5,2,6
"5951",39,1,5,6,5,5,2,6,2,1,4,5,2,4,1,4,1,3,4,4,2,3,5,4,2,3,3,1,3,5,4,4,2,6,4,3,1,4,5,5,3,1,4,5,5,2,3,2,3,3,5,3,3,2,5,5,4,5,4,3,6,4,3,6,2,2,6,4,2,4,1,2,5,4,1,4,3,2,4,2,2,3,3,3,5,3,2,2,3,3,4,2,1,2,3,1,4,5,1,2,3,2,3,6,4,5,2,6,4,3,5,5,3,3,1,2,5,3,4,1,6,3,3,4,2,5,4,4,4,4,2,5,3,5,1,1,4,4,4,5,4,4,2,3,3
"5954",20,2,2,NA,NA,NA,2,2,1,2,5,6,3,4,2,6,1,6,4,5,5,3,3,5,3,5,6,6,1,4,4,2,6,6,6,6,6,6,5,4,6,1,6,6,1,1,6,4,3,6,5,1,6,6,5,6,5,4,1,5,5,5,1,1,4,1,3,2,3,6,1,6,3,4,4,3,5,4,4,5,4,6,1,4,4,3,6,3,5,6,1,5,1,2,4,5,6,3,5,3,4,5,3,5,5,6,5,6,3,2,5,5,1,4,1,6,1,6,5,2,6,3,4,5,1,3,4,6,3,3,1,5,1,3,1,6,2,6,3,2,3,4,5,1,4
"5966",18,2,3,NA,NA,6,1,1,1,1,5,1,5,5,4,6,4,5,4,6,6,6,4,5,5,1,6,2,1,5,4,6,6,6,2,4,1,6,1,4,5,1,6,5,5,6,6,6,2,1,6,5,4,6,6,6,4,5,1,6,1,6,5,6,6,2,5,4,4,6,1,6,6,6,4,1,6,1,6,5,6,5,6,6,5,4,6,5,6,5,4,6,6,6,6,5,5,4,6,4,6,1,4,6,4,5,2,6,6,6,6,5,1,6,6,6,4,1,6,2,1,5,6,6,4,5,6,6,6,4,6,6,4,5,5,4,1,5,4,5,6,6,6,6,6
"5969",16,1,5,4,8,1,2,4,1,1,4,2,6,1,4,1,2,4,5,5,4,1,3,4,3,5,5,4,4,6,3,3,4,2,3,2,3,4,2,2,2,4,2,4,4,3,6,4,1,4,4,4,4,5,4,3,6,3,2,4,2,6,6,5,4,3,1,6,5,4,2,4,4,2,5,4,5,4,2,5,6,2,5,5,3,5,3,4,4,2,3,4,4,6,5,5,1,5,4,3,6,5,6,4,2,2,3,6,3,5,6,4,4,4,5,2,4,4,3,5,2,6,6,2,3,4,3,5,3,4,5,1,4,3,4,1,1,6,2,5,5,5,4,4,6
"5971",27,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,3,2,3,4,5,2,3,3,2,3,2,4,3,1,5,4,4,2,3,3,3,5,4,3,3,3,4,3,4,4,5,5,3,3,4,3,3,2,4,3,6,5,4,3,3,3,2,4,2,4,3,3,3,5,4,3,3,4,5,3,3,4,5,2,4,3,4,2,5,5,2,3,4,3,3,4,4,3,3,3,4,3,3,2,5,5,3,3,3,3,4,3,4,4,3,6,6,3,1,3,3,3,3,3,5,3,2,5,4,3,6,4,5,4,3,6,3,4,4,2,2,4,4,4,4,2,5,5,4,4
"5972",19,1,3,4,4,3,2,4,6,1,5,3,3,5,6,4,4,3,6,5,5,6,1,2,6,4,3,3,1,6,2,4,5,1,6,4,3,5,5,6,4,4,4,4,2,2,6,6,5,6,1,6,5,4,2,6,6,2,3,4,2,5,3,3,5,5,6,4,2,4,2,3,4,5,4,1,4,6,1,3,4,4,1,6,4,2,4,2,4,5,1,5,4,5,3,4,1,3,3,6,5,5,1,2,1,5,4,5,3,1,6,2,3,2,5,6,4,6,4,2,6,1,5,4,4,6,6,6,4,3,6,1,6,3,1,2,6,6,1,3,1,5,5,5,1
"5973",17,1,3,2,NA,1,1,3,1,1,2,4,2,5,3,5,3,4,5,4,5,5,5,5,1,5,3,2,1,5,5,2,6,3,6,3,6,3,5,5,4,3,5,5,4,3,4,5,4,2,5,3,6,2,4,5,5,4,1,6,2,6,3,4,2,5,5,5,3,4,2,3,4,3,5,2,2,4,6,2,2,2,3,6,5,2,5,4,6,2,4,4,3,1,5,2,4,3,3,5,5,6,4,5,4,5,2,4,5,4,5,5,4,4,3,6,4,3,2,5,5,5,3,5,3,4,4,5,2,3,2,5,2,5,5,4,4,6,4,6,1,5,4,6,4
"5977",15,1,3,6,6,1,2,4,1,1,4,4,2,1,4,5,1,5,6,2,3,2,5,5,3,2,4,2,4,2,5,5,3,3,3,4,1,4,4,3,2,2,5,5,2,2,3,2,2,3,5,3,1,1,6,3,3,5,2,3,3,4,4,6,3,2,4,6,4,5,1,5,5,2,2,5,3,2,5,1,4,2,6,2,1,3,3,3,3,5,1,3,3,4,6,2,4,6,1,5,4,5,5,5,4,5,1,5,6,5,6,5,4,4,3,1,3,6,3,1,4,6,3,6,2,5,4,3,5,5,2,3,2,5,2,5,1,5,5,6,4,4,5,2,2
"5978",16,2,4,NA,NA,NA,2,4,1,NA,5,5,4,3,3,5,2,3,5,4,4,6,4,5,4,2,6,1,3,5,5,2,6,4,4,5,6,5,5,4,3,4,5,5,3,3,4,3,6,3,5,4,2,6,6,4,5,5,3,4,4,4,4,1,5,3,4,5,4,5,2,4,5,4,3,1,3,3,3,2,6,2,3,4,5,4,4,4,3,4,5,6,3,4,4,3,5,3,3,5,5,4,1,4,4,4,2,4,5,4,5,5,3,4,4,5,4,1,4,2,5,5,6,6,3,5,4,4,4,2,3,4,3,5,4,2,4,4,4,3,4,4,3,4,4
"5980",19,2,NA,NA,NA,NA,1,2,4,1,6,4,5,3,1,4,3,3,2,4,3,2,4,4,5,3,6,4,5,4,5,3,3,5,6,5,5,5,1,3,4,3,5,5,3,5,3,3,3,4,4,4,5,2,4,4,6,6,2,3,4,6,1,2,6,3,3,4,4,3,6,6,4,4,4,5,4,3,3,4,4,3,5,2,4,3,2,4,4,2,3,6,3,4,2,4,5,2,2,4,4,4,5,5,3,4,4,5,4,4,4,2,2,4,3,6,6,4,5,2,5,5,4,6,4,5,4,4,3,3,6,3,1,4,6,4,2,4,3,2,4,4,5,3,6
"5983",15,2,3,2,4,1,NA,5,1,NA,4,4,4,1,2,4,1,4,5,5,3,4,3,5,5,3,4,3,1,4,3,6,4,5,4,5,6,4,4,3,4,2,4,5,4,3,5,3,4,5,4,3,3,4,3,5,5,3,5,3,4,5,2,1,4,4,4,4,3,4,1,4,5,5,2,2,4,2,2,4,4,4,2,5,3,4,4,4,4,5,3,4,4,4,5,4,4,4,2,4,6,3,4,3,4,4,4,5,5,1,6,3,5,2,3,6,2,4,5,4,5,4,4,4,2,5,4,5,3,5,4,3,4,3,4,4,4,5,2,3,3,4,4,3,5
"5985",14,1,4,5,2,NA,2,5,NA,1,4,4,2,2,2,6,2,4,5,2,2,6,5,5,4,2,4,1,4,6,2,5,1,6,5,6,1,5,2,5,5,2,6,5,4,2,3,1,6,6,5,2,1,5,6,5,6,5,5,6,6,6,1,6,5,3,6,2,2,6,1,5,5,2,1,1,2,2,4,5,2,1,6,6,5,2,2,1,4,6,6,5,2,2,6,2,6,1,2,6,1,1,1,5,5,6,2,5,6,6,6,5,3,6,1,5,1,1,3,2,6,4,5,6,1,5,6,5,6,4,5,5,1,6,1,1,1,6,2,6,6,3,2,1,5
"5988",40,1,2,4,4,4,1,1,2,1,5,2,1,3,4,4,3,3,5,4,4,5,4,5,4,4,2,1,1,6,3,4,6,3,5,3,1,6,3,4,4,4,4,4,4,3,6,3,4,3,4,4,5,1,4,6,6,2,3,6,2,5,2,5,5,3,6,2,4,4,1,4,5,5,4,2,3,2,3,4,4,3,1,5,4,3,6,4,5,4,3,6,4,2,3,4,3,4,3,4,3,4,2,4,4,4,4,4,5,5,6,4,4,4,3,4,4,3,5,4,4,3,5,4,1,5,4,6,4,2,4,4,3,3,2,2,6,5,2,2,2,4,4,4,5
"5990",13,1,4,NA,NA,NA,1,4,1,1,4,5,3,6,4,3,2,5,6,1,1,6,5,4,4,2,4,5,2,6,3,5,1,2,6,4,1,5,4,5,5,5,3,5,1,1,3,2,6,1,5,2,6,3,5,5,6,6,5,2,3,5,5,5,5,2,6,1,6,6,1,6,5,3,2,1,5,6,1,3,2,1,6,6,2,5,1,6,2,4,1,6,3,2,4,3,4,2,4,6,5,2,1,4,6,6,3,4,5,6,6,5,6,3,5,6,1,6,2,4,6,3,6,5,4,3,6,5,2,2,4,6,2,6,2,1,3,6,6,1,2,5,3,5,4
"6001",13,2,3,6,8,NA,2,5,1,1,4,1,5,1,4,1,3,3,6,5,4,3,2,5,6,5,6,5,3,5,4,4,4,5,6,1,1,5,1,2,2,4,1,4,4,2,6,3,3,6,4,6,6,6,3,4,4,2,5,4,5,6,6,6,4,2,2,6,5,1,1,3,6,6,3,1,5,3,3,5,6,6,4,5,1,2,4,6,5,1,4,4,6,6,6,6,1,6,3,6,5,5,4,2,1,1,6,6,2,5,5,4,3,5,4,3,1,2,5,6,1,6,6,2,3,5,6,6,4,3,5,3,6,3,5,1,2,6,5,5,2,6,5,6,3
"6003",40,1,4,6,5,3,2,4,2,1,5,1,6,5,3,4,1,2,5,6,1,4,5,6,2,5,2,5,1,5,5,5,5,3,5,1,6,2,1,3,5,3,2,6,5,4,5,1,3,5,5,5,6,3,5,6,4,6,5,5,2,4,5,3,4,6,3,2,4,1,1,4,5,5,1,1,4,2,3,6,1,5,2,5,6,2,4,5,5,2,3,5,5,5,2,2,1,6,1,3,4,1,1,6,4,4,5,2,5,1,4,5,6,2,5,5,6,4,5,5,2,6,5,2,1,6,4,3,2,1,5,5,1,1,6,4,2,1,5,6,5,5,5,2,4
"6004",25,1,3,6,6,6,2,4,1,1,5,2,4,1,4,4,2,4,4,4,3,4,4,4,3,4,5,4,2,5,4,4,4,3,4,3,6,5,3,4,4,2,5,5,4,4,5,3,5,4,4,4,4,5,3,4,5,3,5,5,3,5,4,1,5,3,4,4,4,2,3,4,4,4,3,3,2,5,3,4,5,5,2,4,4,3,4,3,3,3,4,5,5,3,5,4,2,3,3,5,5,4,2,3,3,5,5,5,4,3,5,4,5,3,3,2,3,4,5,6,2,5,4,5,3,5,4,5,5,2,4,5,5,3,2,3,3,5,3,5,3,3,4,4,6
"6010",46,2,4,NA,NA,NA,NA,NA,NA,NA,6,3,4,2,1,3,3,4,5,6,2,6,4,4,4,5,6,5,1,6,4,4,4,3,5,6,1,6,4,3,3,1,4,5,5,2,6,2,5,3,4,5,5,5,4,6,6,2,4,2,2,5,2,2,6,4,3,6,2,2,1,2,5,6,2,4,4,4,2,5,4,5,2,6,4,3,3,4,5,5,4,6,3,2,5,3,2,3,2,4,5,4,2,4,3,1,5,5,3,3,6,6,4,2,5,4,2,2,6,2,6,5,5,2,2,5,5,6,5,4,2,4,2,1,1,5,6,6,4,4,1,6,4,3,2
"6013",23,1,4,5,2,7,1,3,2,1,6,1,3,2,3,2,2,5,5,4,3,3,4,4,2,5,4,2,1,5,3,5,4,3,5,2,1,4,2,3,2,2,3,5,3,3,3,2,2,3,4,5,4,4,4,5,6,3,4,4,3,4,4,5,4,5,2,5,4,3,2,4,5,3,3,4,2,3,3,4,4,3,3,5,6,3,2,5,4,2,3,4,5,4,4,5,2,1,3,5,4,5,3,4,3,2,3,5,5,4,5,4,2,2,3,4,5,4,4,5,5,4,4,2,4,4,4,3,5,3,4,2,4,2,2,2,4,5,4,6,2,4,5,4,4
"6022",32,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,5,4,5,2,5,5,3,4,4,2,3,3,2,3,5,2,6,4,4,3,2,5,5,1,3,4,4,4,4,5,5,3,4,4,5,3,4,3,4,2,3,1,5,6,3,4,4,2,4,3,6,4,3,4,2,5,4,5,4,4,3,3,3,4,5,3,2,2,5,1,5,4,4,3,4,3,6,1,5,3,2,2,4,5,3,3,3,4,4,4,4,2,6,2,5,5,4,6,5,3,6,6,4,4,5,4,3,3,3,5,6,5,5,3,5,4,3,3,4,2,6,4,4,4,6,6,4,6,5,3,3,3
"6023",18,1,4,6,NA,2,2,5,6,1,5,4,4,6,5,6,4,5,4,2,4,5,5,2,4,3,4,2,1,5,5,3,5,4,6,5,1,4,2,5,6,4,6,4,2,5,6,2,3,5,4,5,3,5,2,6,6,5,1,4,2,6,3,6,5,4,5,1,5,5,5,6,5,2,5,1,5,4,6,3,5,5,2,6,6,1,6,5,6,4,4,6,3,2,3,5,3,1,5,4,6,4,3,5,3,4,1,6,5,5,6,5,1,2,4,6,1,4,4,3,4,3,6,5,5,2,3,5,4,5,3,3,3,5,1,1,1,6,6,5,1,6,4,5,5
"6024",53,2,5,6,6,6,2,3,1,1,6,2,4,1,1,5,1,1,6,5,1,3,5,5,5,5,6,6,2,6,5,5,5,4,4,3,5,6,1,1,1,1,5,6,6,1,6,1,3,4,6,6,5,5,1,4,6,6,4,5,4,3,4,2,6,5,1,6,4,3,1,1,6,6,1,3,3,3,1,4,3,6,5,4,4,5,1,6,1,4,3,4,3,3,6,3,2,3,1,6,5,1,4,6,6,1,5,6,4,3,6,6,6,3,5,1,5,3,6,6,4,6,5,4,1,6,6,4,6,5,2,5,4,2,1,4,4,1,5,5,2,6,4,6,1
"6026",16,2,3,8,6,1,2,4,1,1,6,1,5,5,5,6,1,4,5,5,6,5,5,5,4,5,6,4,1,6,2,2,5,2,5,6,2,6,1,2,6,4,6,5,1,2,6,6,6,1,4,4,6,6,4,6,4,4,2,5,4,4,1,6,5,2,5,3,5,6,3,5,5,6,5,2,4,3,4,6,5,4,2,4,4,3,5,4,2,5,2,6,5,4,2,5,5,1,5,6,3,6,2,4,3,5,6,6,2,1,4,3,2,2,4,5,2,5,6,5,6,3,4,6,2,4,5,6,2,3,4,3,5,2,1,2,4,6,1,4,2,4,4,3,4
"6027",23,2,4,6,6,3,1,1,4,1,4,4,2,2,2,4,2,4,5,5,1,5,5,5,2,2,2,3,1,6,5,4,2,2,2,3,1,4,4,5,2,2,5,5,3,3,6,2,6,2,4,2,4,4,4,6,6,5,3,3,2,2,3,4,4,5,5,4,3,2,2,5,5,5,1,1,1,2,2,5,2,2,2,6,5,2,2,5,4,6,2,3,2,5,4,2,2,1,2,5,5,3,1,6,5,5,5,4,6,3,6,5,2,2,5,5,2,5,2,3,5,6,5,4,2,4,5,6,6,1,1,5,1,5,5,4,5,6,5,3,2,6,5,5,2
